cluster_id,size,k,persist_steps,mean_intra_corr,mean_out_corr,margin,best_complex,TP,FP,FN,precision,recall,F1,precision_complex_ppi,recall_complex_ppi,F1_complex_ppi,FE,pval,ppi_edges,ppi_possible,ppi_density,ppi_enrich,ppi_pval,frac_nodes_with_ppi,alias_group_id,is_canonical,qval_complex,qval_ppi,members,members_complex,members_ppi,members_both,members_unexplained,member_labels,n_members_complex,n_members_ppi,n_members_both,n_members_unexplained
148,3,0.08250000000000057,2,0.936228432451812,-0.040267419068713395,0.9764958515205253,Retromer complex,3,0,0,1.0,1.0,1.0,1.0,1.0,1.0,630.0,8.901342222712152e-10,3,3,1.0,49.53946272964422,8.224522543597694e-06,1.0,148,True,8.456275111576545e-09,2.1919979458956105e-05,"['PEP8', 'VPS17', 'VPS29']","['PEP8', 'VPS17', 'VPS29']","['PEP8', 'VPS17', 'VPS29']","['PEP8', 'VPS17', 'VPS29']",[],"['both', 'both', 'both']",3,3,3,0
24,4,0.08250000000000057,5,0.9465260864142705,-0.04328652371736622,0.9898126101316367,Septin complex,3,1,0,0.75,1.0,0.8571428571428571,0.75,1.0,0.8571428571428571,472.5,3.560536889084861e-09,6,6,1.0,49.53946272964422,6.76262182310494e-11,1.0,24,True,3.1006342075780666e-08,2.3170294443097253e-10,"['CDC10', 'CDC11', 'CDC12', 'SHS1']","['CDC10', 'CDC11', 'CDC12']","['CDC10', 'CDC11', 'CDC12', 'SHS1']","['CDC10', 'CDC11', 'CDC12']",[],"['both', 'both', 'both', 'ppi']",3,4,3,0
17,12,0.19250000000000045,6,0.8635797463002086,0.005514427519764433,0.8580653187804442,"Vacuolar proton translocating ATPase complex, vacuole variant",8,4,1,0.6666666666666666,0.8888888888888888,0.761904761904762,0.5555555555555556,0.7407407407407407,0.634920634920635,140.0,1.1176222886213427e-18,33,66,0.5,24.76973136482211,4.321457732356056e-38,0.8333333333333334,17,True,3.3369008331694376e-17,2.100429455959106e-37,"['VAC8', 'VMA1', 'VMA10', 'VMA13', 'VMA2', 'VMA4', 'VMA5', 'VMA8', 'VPH1', 'YPQ1', 'YPR170W-B', 'ZRC1']","['VMA1', 'VMA10', 'VMA13', 'VMA2', 'VMA4', 'VMA5', 'VMA8', 'VPH1']","['VAC8', 'VMA1', 'VMA10', 'VMA13', 'VMA2', 'VMA4', 'VMA5', 'VMA8', 'VPH1', 'ZRC1']","['VMA1', 'VMA10', 'VMA13', 'VMA2', 'VMA4', 'VMA5', 'VMA8', 'VPH1']","['YPQ1', 'YPR170W-B']","['ppi', 'both', 'both', 'both', 'both', 'both', 'both', 'both', 'both', 'unexplained', 'unexplained', 'ppi']",8,10,8,2
13,24,0.1375000000000005,6,0.9197516147437406,0.029497217064923358,0.8902543976788172,26S proteasome complex,14,10,1,0.5833333333333334,0.9333333333333333,0.7179487179487181,0.5590277777777778,0.8944444444444445,0.6880341880341881,73.5,3.6088016810245543e-28,209,276,0.7572463768115942,37.513578661216094,1.2355308692839771e-290,0.9583333333333334,13,True,2.5141318377804396e-26,2.8691772408927914e-289,"['FAP7', 'HSP104', 'NPL3', 'PRE1', 'PRE10', 'PRE2', 'PRE3', 'PRE6', 'PRE9', 'PUP2', 'RAD23', 'RPN1', 'RPN11', 'RPN13', 'RPN6', 'RPN7', 'RPN8', 'RPN9', 'RPT1', 'RPT2', 'RPT4', 'RPT5', 'SCL1', 'SEM1']","['PRE1', 'PRE10', 'PRE2', 'PRE3', 'PRE6', 'PRE9', 'PUP2', 'RPN1', 'RPN11', 'RPT1', 'RPT2', 'RPT4', 'RPT5', 'SCL1']","['HSP104', 'NPL3', 'PRE1', 'PRE10', 'PRE2', 'PRE3', 'PRE6', 'PRE9', 'PUP2', 'RAD23', 'RPN1', 'RPN11', 'RPN13', 'RPN6', 'RPN7', 'RPN8', 'RPN9', 'RPT1', 'RPT2', 'RPT4', 'RPT5', 'SCL1', 'SEM1']","['PRE1', 'PRE10', 'PRE2', 'PRE3', 'PRE6', 'PRE9', 'PUP2', 'RPN1', 'RPN11', 'RPT1', 'RPT2', 'RPT4', 'RPT5', 'SCL1']",['FAP7'],"['unexplained', 'ppi', 'ppi', 'both', 'both', 'both', 'both', 'both', 'both', 'both', 'ppi', 'both', 'both', 'ppi', 'ppi', 'ppi', 'ppi', 'ppi', 'both', 'both', 'both', 'both', 'both', 'ppi']",14,23,14,1
10,34,0.22000000000000042,7,0.8340035908827326,-0.040470961893387725,0.8744745527761203,Nuclear pore complex,18,16,0,0.5294117647058824,1.0,0.6923076923076924,0.4671280276816609,0.8823529411764706,0.6108597285067874,55.588235294117645,1.6162134700285788e-34,254,561,0.45276292335115864,22.429631966719487,5.380579700069012e-268,0.8823529411764706,10,True,3.37788615235973e-32,1.0223101430131122e-266,"['ASI3', 'ESC1', 'GLE1', 'GLE2', 'GTT3', 'HEH2', 'HMG1', 'HMG2', 'KAP122', 'LAC1', 'MLP2', 'NIC96', 'NSG1', 'NUP1', 'NUP100', 'NUP116', 'NUP120', 'NUP133', 'NUP145', 'NUP157', 'NUP159', 'NUP170', 'NUP188', 'NUP42', 'NUP49', 'NUP60', 'NUP82', 'NUP84', 'NUP85', 'PGA1', 'POM152', 'POM34', 'SEH1', 'YPR174C']","['GLE2', 'MLP2', 'NIC96', 'NUP1', 'NUP120', 'NUP133', 'NUP145', 'NUP157', 'NUP159', 'NUP170', 'NUP188', 'NUP42', 'NUP60', 'NUP82', 'NUP84', 'NUP85', 'POM152', 'SEH1']","['ESC1', 'GLE1', 'GLE2', 'HEH2', 'HMG1', 'HMG2', 'KAP122', 'LAC1', 'MLP2', 'NIC96', 'NSG1', 'NUP1', 'NUP100', 'NUP116', 'NUP120', 'NUP133', 'NUP145', 'NUP157', 'NUP159', 'NUP170', 'NUP188', 'NUP42', 'NUP49', 'NUP60', 'NUP82', 'NUP84', 'NUP85', 'POM152', 'POM34', 'SEH1']","['GLE2', 'MLP2', 'NIC96', 'NUP1', 'NUP120', 'NUP133', 'NUP145', 'NUP157', 'NUP159', 'NUP170', 'NUP188', 'NUP42', 'NUP60', 'NUP82', 'NUP84', 'NUP85', 'POM152', 'SEH1']","['ASI3', 'GTT3', 'PGA1', 'YPR174C']","['unexplained', 'ppi', 'ppi', 'both', 'unexplained', 'ppi', 'ppi', 'ppi', 'ppi', 'ppi', 'both', 'both', 'ppi', 'both', 'ppi', 'ppi', 'both', 'both', 'both', 'both', 'both', 'both', 'both', 'both', 'ppi', 'both', 'both', 'both', 'both', 'unexplained', 'both', 'ppi', 'both', 'unexplained']",18,30,18,4
175,3,0.11000000000000054,2,0.9026498019452384,-0.04149809550160449,0.9441478974468429,Polarisome,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.4444444444444444,419.99999999999994,5.039939966499621e-06,1,3,0.3333333333333333,16.51315424321474,0.05934362507931796,0.6666666666666666,175,True,2.2898857673878712e-05,0.10600698838955089,"['GIN4', 'PEA2', 'SPA2']","['PEA2', 'SPA2']","['PEA2', 'SPA2']","['PEA2', 'SPA2']",['GIN4'],"['unexplained', 'both', 'both']",2,2,2,1
172,3,0.11000000000000054,2,0.9121637911029911,0.04460073874295815,0.867563052360033,"Casein kinase II complex, CKA1-CKA2 variant",2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.4444444444444444,419.99999999999994,5.039939966499621e-06,1,3,0.3333333333333333,16.51315424321474,0.05934362507931796,0.6666666666666666,172,True,2.2898857673878712e-05,0.10600698838955089,"['CKB1', 'CKB2', 'MET12']","['CKB1', 'CKB2']","['CKB1', 'CKB2']","['CKB1', 'CKB2']",['MET12'],"['both', 'both', 'unexplained']",2,2,2,1
195,6,0.16500000000000048,2,0.8740309167033298,-0.03272171510065534,0.9067526318039851,Retromer complex,3,3,0,0.5,1.0,0.6666666666666666,0.4166666666666667,0.8333333333333334,0.5555555555555556,315.0,1.7802684445424305e-08,5,15,0.3333333333333333,16.51315424321474,8.495303043901648e-06,0.8333333333333334,195,True,1.4181872376377155e-07,2.1919979458956105e-05,"['HSE1', 'PEP8', 'SNX3', 'SNX4', 'VPS17', 'VPS29']","['PEP8', 'VPS17', 'VPS29']","['PEP8', 'SNX3', 'SNX4', 'VPS17', 'VPS29']","['PEP8', 'VPS17', 'VPS29']",['HSE1'],"['unexplained', 'both', 'ppi', 'ppi', 'both', 'both']",3,5,3,1
46,12,0.1375000000000005,4,0.90592103220669,-0.05816170073223494,0.9640827329389249,DASH complex,6,6,0,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,157.5,1.471240841896503e-14,39,66,0.5909090909090909,29.27331888569886,1.108296215981592e-48,1.0,46,True,2.196352399688351e-13,6.434275253893132e-48,"['ASK1', 'BIM1', 'DAD1', 'DAD2', 'DAD3', 'DAD4', 'DAM1', 'SLK19', 'SPC110', 'SPC19', 'SPC34', 'SPC42']","['ASK1', 'DAD2', 'DAD3', 'DAD4', 'DAM1', 'SPC34']","['ASK1', 'BIM1', 'DAD1', 'DAD2', 'DAD3', 'DAD4', 'DAM1', 'SLK19', 'SPC110', 'SPC19', 'SPC34', 'SPC42']","['ASK1', 'DAD2', 'DAD3', 'DAD4', 'DAM1', 'SPC34']",[],"['both', 'ppi', 'ppi', 'both', 'both', 'both', 'both', 'ppi', 'ppi', 'ppi', 'both', 'ppi']",6,12,6,0
23,39,0.4125000000000002,6,0.7891612746099248,-0.03709700904464059,0.8262582836545654,Nuclear pore complex,18,21,0,0.46153846153846156,1.0,0.631578947368421,0.378698224852071,0.8205128205128205,0.5182186234817814,48.46153846153846,4.572933406374977e-33,261,741,0.3522267206477733,17.44912249991517,1.9703348458543932e-240,0.8205128205128205,23,True,4.778715409661851e-31,3.1676921752582166e-239,"['ASI3', 'ESC1', 'GLE1', 'GLE2', 'GTT3', 'HEH2', 'HMG1', 'HMG2', 'KAP122', 'LAC1', 'LOS1', 'MAD1', 'MLP2', 'NIC96', 'NSG1', 'NUP1', 'NUP100', 'NUP116', 'NUP120', 'NUP133', 'NUP145', 'NUP157', 'NUP159', 'NUP170', 'NUP188', 'NUP42', 'NUP49', 'NUP60', 'NUP82', 'NUP84', 'NUP85', 'OPI1', 'PGA1', 'POM152', 'POM34', 'SEH1', 'TRM1', 'YPF1', 'YPR174C']","['GLE2', 'MLP2', 'NIC96', 'NUP1', 'NUP120', 'NUP133', 'NUP145', 'NUP157', 'NUP159', 'NUP170', 'NUP188', 'NUP42', 'NUP60', 'NUP82', 'NUP84', 'NUP85', 'POM152', 'SEH1']","['ESC1', 'GLE1', 'GLE2', 'HEH2', 'HMG1', 'HMG2', 'KAP122', 'LAC1', 'MAD1', 'MLP2', 'NIC96', 'NSG1', 'NUP1', 'NUP100', 'NUP116', 'NUP120', 'NUP133', 'NUP145', 'NUP157', 'NUP159', 'NUP170', 'NUP188', 'NUP42', 'NUP49', 'NUP60', 'NUP82', 'NUP84', 'NUP85', 'POM152', 'POM34', 'SEH1', 'YPF1']","['GLE2', 'MLP2', 'NIC96', 'NUP1', 'NUP120', 'NUP133', 'NUP145', 'NUP157', 'NUP159', 'NUP170', 'NUP188', 'NUP42', 'NUP60', 'NUP82', 'NUP84', 'NUP85', 'POM152', 'SEH1']","['ASI3', 'GTT3', 'LOS1', 'OPI1', 'PGA1', 'TRM1', 'YPR174C']","['unexplained', 'ppi', 'ppi', 'both', 'unexplained', 'ppi', 'ppi', 'ppi', 'ppi', 'ppi', 'unexplained', 'ppi', 'both', 'both', 'ppi', 'both', 'ppi', 'ppi', 'both', 'both', 'both', 'both', 'both', 'both', 'both', 'both', 'ppi', 'both', 'both', 'both', 'both', 'unexplained', 'unexplained', 'both', 'ppi', 'both', 'unexplained', 'ppi', 'unexplained']",18,32,18,7
