cluster_id,size,k,persist_steps,mean_intra_corr,mean_out_corr,margin,best_complex,TP,FP,FN,precision,recall,F1,precision_complex_ppi,recall_complex_ppi,F1_complex_ppi,FE,pval,ppi_edges,ppi_possible,ppi_density,ppi_enrich,ppi_pval,frac_nodes_with_ppi,alias_group_id,is_canonical,qval_complex,qval_ppi,members,members_complex,members_ppi,members_both,members_unexplained,member_labels,n_members_complex,n_members_ppi,n_members_both,n_members_unexplained
12,4,0.08250000000000057,7,0.9419572629173093,-0.03506622584530197,0.9770234887626112,Septin complex,3,1,0,0.75,1.0,0.8571428571428571,0.75,1.0,0.8571428571428571,508.25,2.8604886972165678e-09,6,6,1.0,50.9064202094886,5.743904962874605e-11,1.0,12,True,2.6380062429886124e-08,2.1032828466996713e-10,"['CDC10', 'CDC11', 'CDC12', 'SHS1']","['CDC10', 'CDC11', 'CDC12']","['CDC10', 'CDC11', 'CDC12', 'SHS1']","['CDC10', 'CDC11', 'CDC12']",[],"['both', 'both', 'both', 'ppi']",3,4,3,0
215,4,0.1375000000000005,2,0.8955342108948473,-0.023481320998236462,0.9190155318930837,Retromer complex,3,1,0,0.75,1.0,0.8571428571428571,0.75,1.0,0.8571428571428571,508.25,2.8604886972165678e-09,4,6,0.6666666666666666,33.9376134729924,2.1636432341224533e-06,1.0,215,True,2.6380062429886124e-08,6.264501922052219e-06,"['PEP8', 'SNX3', 'VPS17', 'VPS29']","['PEP8', 'VPS17', 'VPS29']","['PEP8', 'SNX3', 'VPS17', 'VPS29']","['PEP8', 'VPS17', 'VPS29']",[],"['both', 'ppi', 'both', 'both']",3,4,3,0
5,26,0.1375000000000005,9,0.9189519137481809,0.02453065479820026,0.8944212589499806,26S proteasome complex,15,11,0,0.5769230769230769,1.0,0.7317073170731707,0.5547337278106509,0.9615384615384616,0.7035647279549718,78.1923076923077,2.5403087617714875e-31,253,325,0.7784615384615384,39.62869019384805,0.0,0.9615384615384616,5,True,2.1084562722703345e-29,0.0,"['FAP7', 'HSP104', 'NPL3', 'PRE1', 'PRE10', 'PRE2', 'PRE3', 'PRE6', 'PRE9', 'PUP2', 'RAD23', 'RPN1', 'RPN11', 'RPN12', 'RPN13', 'RPN5', 'RPN6', 'RPN7', 'RPN8', 'RPN9', 'RPT1', 'RPT2', 'RPT4', 'RPT5', 'SCL1', 'SEM1']","['PRE1', 'PRE10', 'PRE2', 'PRE3', 'PRE6', 'PRE9', 'PUP2', 'RPN1', 'RPN11', 'RPN12', 'RPT1', 'RPT2', 'RPT4', 'RPT5', 'SCL1']","['HSP104', 'NPL3', 'PRE1', 'PRE10', 'PRE2', 'PRE3', 'PRE6', 'PRE9', 'PUP2', 'RAD23', 'RPN1', 'RPN11', 'RPN12', 'RPN13', 'RPN5', 'RPN6', 'RPN7', 'RPN8', 'RPN9', 'RPT1', 'RPT2', 'RPT4', 'RPT5', 'SCL1', 'SEM1']","['PRE1', 'PRE10', 'PRE2', 'PRE3', 'PRE6', 'PRE9', 'PUP2', 'RPN1', 'RPN11', 'RPN12', 'RPT1', 'RPT2', 'RPT4', 'RPT5', 'SCL1']",['FAP7'],"['unexplained', 'ppi', 'ppi', 'both', 'both', 'both', 'both', 'both', 'both', 'both', 'ppi', 'both', 'both', 'both', 'ppi', 'ppi', 'ppi', 'ppi', 'ppi', 'ppi', 'both', 'both', 'both', 'both', 'both', 'ppi']",15,25,15,1
240,13,0.2475000000000004,2,0.8573871280442535,0.0037490936984676216,0.8536380343457859,"Vacuolar proton translocating ATPase complex, vacuole variant",8,5,1,0.6153846153846154,0.8888888888888888,0.7272727272727274,0.4733727810650888,0.6837606837606838,0.5594405594405596,139.00854700854703,1.619112841236038e-18,33,78,0.4230769230769231,21.537331627091334,2.1513257219827397e-35,0.7692307692307693,240,True,8.063181949355468e-17,1.3065368409114687e-34,"['VAC8', 'VMA1', 'VMA10', 'VMA13', 'VMA2', 'VMA4', 'VMA5', 'VMA8', 'VPH1', 'YMR122W-A', 'YPQ1', 'YPR170W-B', 'ZRC1']","['VMA1', 'VMA10', 'VMA13', 'VMA2', 'VMA4', 'VMA5', 'VMA8', 'VPH1']","['VAC8', 'VMA1', 'VMA10', 'VMA13', 'VMA2', 'VMA4', 'VMA5', 'VMA8', 'VPH1', 'ZRC1']","['VMA1', 'VMA10', 'VMA13', 'VMA2', 'VMA4', 'VMA5', 'VMA8', 'VPH1']","['YMR122W-A', 'YPQ1', 'YPR170W-B']","['ppi', 'both', 'both', 'both', 'both', 'both', 'both', 'both', 'both', 'unexplained', 'unexplained', 'unexplained', 'ppi']",8,10,8,3
74,11,0.11000000000000054,3,0.9269198484220073,-0.043102948584388734,0.9700227970063959,DASH complex,6,5,0,0.5454545454545454,1.0,0.7058823529411764,0.5454545454545454,1.0,0.7058823529411764,184.81818181818184,4.746324540246146e-15,36,55,0.6545454545454545,33.32056595530163,6.895199522289177e-48,1.0,74,True,1.0743952822920822e-13,4.769179669583348e-47,"['ASK1', 'BIM1', 'DAD1', 'DAD2', 'DAD3', 'DAD4', 'DAM1', 'SLK19', 'SPC110', 'SPC19', 'SPC34']","['ASK1', 'DAD2', 'DAD3', 'DAD4', 'DAM1', 'SPC34']","['ASK1', 'BIM1', 'DAD1', 'DAD2', 'DAD3', 'DAD4', 'DAM1', 'SLK19', 'SPC110', 'SPC19', 'SPC34']","['ASK1', 'DAD2', 'DAD3', 'DAD4', 'DAM1', 'SPC34']",[],"['both', 'ppi', 'ppi', 'both', 'both', 'both', 'both', 'ppi', 'ppi', 'ppi', 'both']",6,11,6,0
93,28,0.19250000000000045,3,0.8695465115660185,-0.03205000579638455,0.901596517362403,Nuclear pore complex,16,12,3,0.5714285714285714,0.8421052631578947,0.6808510638297872,0.5306122448979592,0.7819548872180451,0.6322188449848024,61.142857142857146,7.556321497218051e-30,205,378,0.5423280423280423,27.607979214140645,1.7014488438293432e-240,0.9285714285714286,93,True,4.703810132018237e-28,3.5305063509458873e-239,"['ASM4', 'GLE2', 'GTT3', 'HEH2', 'HMG2', 'KAP122', 'LAC1', 'NDC1', 'NIC96', 'NSG1', 'NUP1', 'NUP100', 'NUP116', 'NUP120', 'NUP133', 'NUP145', 'NUP157', 'NUP159', 'NUP170', 'NUP188', 'NUP49', 'NUP60', 'NUP82', 'NUP84', 'NUP85', 'POM152', 'POM34', 'YPR174C']","['GLE2', 'NDC1', 'NIC96', 'NUP1', 'NUP120', 'NUP133', 'NUP145', 'NUP157', 'NUP159', 'NUP170', 'NUP188', 'NUP60', 'NUP82', 'NUP84', 'NUP85', 'POM152']","['ASM4', 'GLE2', 'HEH2', 'HMG2', 'KAP122', 'LAC1', 'NDC1', 'NIC96', 'NSG1', 'NUP1', 'NUP100', 'NUP116', 'NUP120', 'NUP133', 'NUP145', 'NUP157', 'NUP159', 'NUP170', 'NUP188', 'NUP49', 'NUP60', 'NUP82', 'NUP84', 'NUP85', 'POM152', 'POM34']","['GLE2', 'NDC1', 'NIC96', 'NUP1', 'NUP120', 'NUP133', 'NUP145', 'NUP157', 'NUP159', 'NUP170', 'NUP188', 'NUP60', 'NUP82', 'NUP84', 'NUP85', 'POM152']","['GTT3', 'YPR174C']","['ppi', 'both', 'unexplained', 'ppi', 'ppi', 'ppi', 'ppi', 'both', 'both', 'ppi', 'both', 'ppi', 'ppi', 'both', 'both', 'both', 'both', 'both', 'both', 'both', 'ppi', 'both', 'both', 'both', 'both', 'both', 'ppi', 'unexplained']",16,26,16,2
243,31,0.27500000000000036,2,0.8452599792786454,-0.029927596648729335,0.8751875759273747,Nuclear pore complex,17,14,2,0.5483870967741935,0.8947368421052632,0.6799999999999999,0.4953173777315296,0.8081494057724957,0.6141935483870967,58.67741935483871,9.833063591309597e-32,222,465,0.4774193548387097,24.3037102935623,1.27937169159444e-243,0.9032258064516129,243,True,1.2242164171180448e-29,2.8960322837001417e-242,"['ASM4', 'GLE2', 'GTT3', 'HEH2', 'HMG2', 'KAP122', 'LAC1', 'LOS1', 'MAD1', 'NDC1', 'NIC96', 'NSG1', 'NUP1', 'NUP100', 'NUP116', 'NUP120', 'NUP133', 'NUP145', 'NUP157', 'NUP159', 'NUP170', 'NUP188', 'NUP49', 'NUP60', 'NUP82', 'NUP84', 'NUP85', 'POM152', 'POM34', 'SEH1', 'YPR174C']","['GLE2', 'NDC1', 'NIC96', 'NUP1', 'NUP120', 'NUP133', 'NUP145', 'NUP157', 'NUP159', 'NUP170', 'NUP188', 'NUP60', 'NUP82', 'NUP84', 'NUP85', 'POM152', 'SEH1']","['ASM4', 'GLE2', 'HEH2', 'HMG2', 'KAP122', 'LAC1', 'MAD1', 'NDC1', 'NIC96', 'NSG1', 'NUP1', 'NUP100', 'NUP116', 'NUP120', 'NUP133', 'NUP145', 'NUP157', 'NUP159', 'NUP170', 'NUP188', 'NUP49', 'NUP60', 'NUP82', 'NUP84', 'NUP85', 'POM152', 'POM34', 'SEH1']","['GLE2', 'NDC1', 'NIC96', 'NUP1', 'NUP120', 'NUP133', 'NUP145', 'NUP157', 'NUP159', 'NUP170', 'NUP188', 'NUP60', 'NUP82', 'NUP84', 'NUP85', 'POM152', 'SEH1']","['GTT3', 'LOS1', 'YPR174C']","['ppi', 'both', 'unexplained', 'ppi', 'ppi', 'ppi', 'ppi', 'unexplained', 'ppi', 'both', 'both', 'ppi', 'both', 'ppi', 'ppi', 'both', 'both', 'both', 'both', 'both', 'both', 'both', 'ppi', 'both', 'both', 'both', 'both', 'both', 'ppi', 'both', 'unexplained']",17,28,17,3
142,3,0.055000000000000604,2,0.9524605955930436,0.03956717394873837,0.9128934216443053,GSE complex,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.4444444444444444,451.77777777777777,4.355809163686529e-06,1,3,0.3333333333333333,16.9688067364962,0.05778162367831175,0.6666666666666666,142,True,2.1691929635158915e-05,0.11153197128604361,"['FET5', 'GTR2', 'SLM4']","['GTR2', 'SLM4']","['GTR2', 'SLM4']","['GTR2', 'SLM4']",['FET5'],"['unexplained', 'both', 'both']",2,2,2,1
103,6,0.22000000000000042,3,0.8411492505520369,-0.02323039191071965,0.8643796424627566,Retromer complex,3,3,0,0.5,1.0,0.6666666666666666,0.4166666666666667,0.8333333333333334,0.5555555555555556,338.8333333333333,1.4302443486082839e-08,7,15,0.4666666666666667,23.75632943109468,6.320508441024931e-09,0.8333333333333334,103,True,1.1488091703337507e-07,2.1267656781286592e-08,"['HSE1', 'PEP8', 'SNX3', 'VPS17', 'VPS29', 'VPS5']","['PEP8', 'VPS17', 'VPS29']","['PEP8', 'SNX3', 'VPS17', 'VPS29', 'VPS5']","['PEP8', 'VPS17', 'VPS29']",['HSE1'],"['unexplained', 'both', 'ppi', 'both', 'both', 'ppi']",3,5,3,1
160,10,0.08250000000000057,2,0.9404360594097673,0.01996424843929271,0.9204718109704746,"Nuclear/nucleolar exosome complex, DIS3-RRP6 variant",5,5,0,0.5,1.0,0.6666666666666666,0.45,0.9,0.6,203.29999999999998,8.750496516017439e-13,36,45,0.8,40.72513616759088,2.640767982745606e-53,0.9,160,True,1.452582421658895e-11,1.9925794778898662e-52,"['CSL4', 'NOP14', 'RPO31', 'RRP4', 'RRP40', 'RRP42', 'RRP43', 'RRP45', 'RRP46', 'SKI6']","['CSL4', 'RRP4', 'RRP43', 'RRP46', 'SKI6']","['CSL4', 'NOP14', 'RRP4', 'RRP40', 'RRP42', 'RRP43', 'RRP45', 'RRP46', 'SKI6']","['CSL4', 'RRP4', 'RRP43', 'RRP46', 'SKI6']",['RPO31'],"['both', 'ppi', 'unexplained', 'both', 'ppi', 'ppi', 'both', 'ppi', 'both', 'both']",5,9,5,1
